symbol,date,open,high,low,close,volume,turnover
JFL,2025/06/25,462.00,462.00,455.50,458.88,"10,044","4,609,995.60"
JOSHI,2025/06/29,339.90,339.90,314.00,327.47,"256,351","83,996,016.90"
JOSHI,2025/06/26,355.70,380.00,335.20,346.78,"353,539","124,332,443.20"
JOSHI,2025/06/25,393.10,393.10,361.00,362.92,"318,484","116,937,928.70"
JSLBB,2025/06/29,"1,221.10","1,254.30","1,216.20","1,231.81",753,"924,206.00"
JSLBB,2025/06/26,"1,241.00","1,241.00","1,241.00","1,241.00",67,"83,147.00"
JSLBB,2025/06/25,"1,233.00","1,256.00","1,233.00","1,240.36",635,"789,280.40"
KBL,2025/06/29,200.10,207.30,200.00,206.26,"254,031","51,784,147.50"
KBL,2025/06/26,203.00,204.50,200.00,200.40,"148,171","29,839,838.00"
KBL,2025/06/25,203.90,203.90,201.00,201.64,"155,468","31,449,702.00"
KBSH,2025/06/29,"1,862.00","1,887.00","1,850.20","1,859.40",451,"842,208.00"
KBSH,2025/06/26,"1,919.10","1,919.10","1,870.00","1,899.90",513,"967,704.00"
KBSH,2025/06/25,"1,860.00","1,890.00","1,823.00","1,890.00",780,"1,436,621.00"
KDBY,2025/06/29,9.50,9.64,9.50,9.64,"3,600","34,314.00"
KDBY,2025/06/26,9.47,9.67,9.46,9.65,"12,626","121,190.40"
KDBY,2025/06/25,9.50,9.80,9.50,9.65,"37,619","363,731.11"
KDL,2025/06/29,"1,050.00","1,100.00","1,050.00","1,096.63","4,322","4,682,475.90"
KDL,2025/06/26,"1,063.00","1,100.00","1,063.00","1,068.12","5,006","5,384,069.00"
KDL,2025/06/25,"1,076.00","1,096.90","1,076.00","1,083.24","2,946","3,186,449.50"
KEF,2025/06/29,9.00,9.02,8.91,9.02,"33,170","297,368.20"
KEF,2025/06/26,8.91,9.18,8.91,9.00,"13,100","119,444.40"
KEF,2025/06/25,8.94,9.10,8.93,9.00,"5,150","46,291.50"
KKHC,2025/06/29,395.00,395.00,386.00,390.76,"64,627","25,161,742.00"
KKHC,2025/06/26,410.70,410.70,386.00,392.29,"90,926","35,863,568.10"
KKHC,2025/06/25,392.00,420.00,392.00,402.65,"208,326","84,181,602.10"
KMCDB,2025/06/29,996.00,"1,016.00",993.70,"1,004.02","2,948","2,979,294.70"
KMCDB,2025/06/26,973.00,998.00,973.00,976.70,"3,864","3,784,768.00"
KMCDB,2025/06/25,990.00,"1,000.00",970.30,987.24,"1,563","1,532,978.90"
KPCL,2025/06/29,575.00,586.00,564.00,567.06,"33,559","19,184,493.10"
KPCL,2025/06/26,579.90,592.00,565.10,575.33,"130,231","75,396,460.30"
KPCL,2025/06/25,566.00,572.00,555.50,570.03,"19,073","10,808,269.10"
KSBBL,2025/06/29,442.00,450.00,442.00,446.41,"20,088","8,961,902.30"
KSBBL,2025/06/26,440.00,445.00,438.00,442.48,"13,635","6,020,530.80"
KSBBL,2025/06/25,440.10,444.90,440.10,440.42,"14,601","6,443,878.00"
KSY,2025/06/29,8.95,8.98,8.95,8.98,700,"6,274.00"
KSY,2025/06/26,9.10,9.10,9.09,9.09,"8,300","75,448.00"
KSY,2025/06/25,8.87,9.30,8.87,9.27,"3,100","28,109.00"
LBBL,2025/06/29,415.00,426.00,413.20,423.64,"34,232","14,407,837.80"
LBBL,2025/06/26,421.00,426.00,415.20,416.70,"47,651","20,006,170.50"
LBBL,2025/06/25,413.90,426.70,413.90,422.93,"29,261","12,292,699.20"
LBLD88,2025/06/29,"1,044.20","1,044.20","1,044.20","1,078.00",3,"3,221.00"
LEC,2025/06/29,212.20,215.00,212.20,213.26,"86,158","18,363,751.20"
LEC,2025/06/26,217.00,219.00,212.30,212.81,"185,064","39,625,553.30"
LEC,2025/06/25,214.20,216.30,214.00,214.87,"99,353","21,351,321.40"
LICN,2025/06/29,900.00,910.00,898.00,908.36,"22,816","20,632,231.20"
LICN,2025/06/26,923.00,923.00,898.00,900.11,"17,613","15,881,650.20"
LICN,2025/06/25,908.00,920.00,900.10,905.30,"8,099","7,318,460.50"
LLBS,2025/06/29,"1,049.00","1,049.00","1,018.00","1,039.00","1,422","1,465,204.00"
LLBS,2025/06/26,"1,040.40","1,040.40","1,000.00","1,034.90","1,890","1,933,552.70"
LLBS,2025/06/25,"1,049.00","1,049.00","1,020.00","1,020.00",205,"210,891.50"
LSL,2025/06/29,208.00,216.00,208.00,213.02,"132,930","28,107,746.60"
LSL,2025/06/26,206.70,211.60,206.70,208.89,"55,712","11,653,965.50"
LSL,2025/06/25,212.00,215.90,205.90,210.25,"142,492","29,633,173.80"
LUK,2025/06/29,9.85,10.13,9.85,10.00,"21,450","215,551.00"
LUK,2025/06/26,9.92,9.99,9.92,9.94,"11,625","116,001.75"
LUK,2025/06/25,9.88,10.00,9.88,10.00,"17,755","176,885.55"
LVF2,2025/06/29,9.76,10.04,9.76,9.90,"10,900","109,220.00"
LVF2,2025/06/26,9.79,10.14,9.79,9.85,"310,145","3,054,935.25"
LVF2,2025/06/25,9.85,9.97,9.85,9.95,"12,800","127,387.00"
MAKAR,2025/06/29,593.00,625.00,593.00,600.35,"3,324","1,996,359.00"
MAKAR,2025/06/26,612.00,618.00,602.00,605.00,"6,298","3,845,332.00"
MAKAR,2025/06/25,602.00,605.00,590.50,602.35,"2,349","1,406,514.00"
MANDU,2025/06/29,846.10,867.00,846.10,858.04,"2,025","1,726,100.60"
MANDU,2025/06/26,845.90,860.00,845.90,849.75,"1,756","1,490,296.50"
MANDU,2025/06/25,845.00,861.80,845.00,855.88,"3,198","2,728,807.80"
MATRI,2025/06/29,"1,126.20","1,160.00","1,126.20","1,155.95","1,339","1,526,082.20"
MATRI,2025/06/26,"1,150.00","1,150.00","1,125.00","1,144.41","1,641","1,862,732.70"
MATRI,2025/06/25,"1,150.00","1,157.00","1,130.00","1,130.59","2,257","2,567,958.30"
MBJC,2025/06/29,317.00,323.00,317.00,318.66,"79,412","25,323,012.40"
MBJC,2025/06/26,329.00,329.00,319.00,319.62,"83,971","26,941,082.30"
MBJC,2025/06/25,333.00,333.00,322.00,323.05,"66,727","21,694,775.20"
MBL,2025/06/29,215.10,222.70,215.00,221.61,"59,849","13,112,320.10"
MBL,2025/06/26,217.20,218.00,215.50,217.12,"32,838","7,114,474.50"
MBL,2025/06/25,215.00,218.00,215.00,217.20,"31,544","6,844,168.10"
MBLD87,2025/06/29,"1,078.00","1,078.00","1,078.00","1,078.00",95,"102,410.00"
MBLD87,2025/06/25,"1,045.00","1,065.90","1,045.00","1,065.90",95,"101,260.50"
MBLEF,2025/06/29,8.59,8.93,8.59,8.80,"4,350","38,179.00"
MBLEF,2025/06/26,8.66,8.76,8.66,8.76,"1,500","13,059.00"
MBLEF,2025/06/25,8.80,8.81,8.80,8.80,"2,300","20,245.00"
MCHL,2025/06/29,530.00,542.00,530.00,535.30,"2,487","1,337,271.50"
MCHL,2025/06/26,524.00,550.00,524.00,528.92,"5,135","2,728,636.60"
MCHL,2025/06/25,516.60,537.00,506.30,530.27,"3,056","1,620,621.60"
MDB,2025/06/29,570.00,584.80,568.20,581.79,"21,565","12,434,696.00"
MDB,2025/06/26,569.00,574.50,565.20,567.41,"11,701","6,663,840.30"
MDB,2025/06/25,574.00,574.00,557.00,561.57,"22,894","12,866,043.90"
MEHL,2025/06/29,422.00,431.00,416.70,428.88,"15,536","6,594,577.00"
MEHL,2025/06/26,433.50,434.00,419.00,421.16,"9,632","4,106,200.20"
MEHL,2025/06/25,404.00,436.00,404.00,425.03,"24,441","10,300,219.00"
MEL,2025/06/29,331.00,331.00,313.70,322.08,"74,945","23,884,886.00"
MEL,2025/06/26,338.00,350.00,320.80,324.82,"153,069","51,434,035.50"
MEL,2025/06/25,300.10,331.50,300.10,331.50,"274,670","88,788,569.60"
MEN,2025/06/29,588.00,613.00,588.00,603.07,"142,687","85,913,466.80"
MEN,2025/06/26,594.00,595.90,586.10,587.17,"71,634","42,288,953.90"
MEN,2025/06/25,590.00,595.00,585.00,591.59,"53,944","31,805,556.50"
MERO,2025/06/29,733.00,752.00,733.00,748.45,"18,871","14,083,095.80"
MERO,2025/06/26,734.90,736.00,730.00,733.80,"18,426","13,528,113.10"
MERO,2025/06/25,726.00,730.00,721.20,724.45,"5,310","3,855,145.00"
MFIL,2025/06/29,580.00,580.00,570.00,578.79,"4,946","2,845,187.40"
MFIL,2025/06/26,580.00,580.00,572.00,572.95,"9,694","5,562,014.60"
MFIL,2025/06/25,588.90,588.90,572.00,577.77,"10,775","6,213,322.90"
MHCL,2025/06/29,435.10,443.60,435.10,439.01,"6,981","3,065,532.00"
MHCL,2025/06/26,432.00,450.00,432.00,442.99,"19,122","8,480,800.90"
MHCL,2025/06/25,434.00,440.60,417.20,436.18,"17,660","7,591,241.00"
MHL,2025/06/29,570.00,575.00,554.00,566.40,"5,222","2,943,332.50"
MHL,2025/06/26,570.10,588.00,570.00,573.65,"4,091","2,358,094.60"
MHL,2025/06/25,562.10,594.00,562.10,577.41,"1,396","810,898.00"
MHNL,2025/06/29,282.00,292.90,271.10,285.20,"65,456","18,347,606.70"
MHNL,2025/06/26,287.00,294.00,275.00,280.79,"140,301","40,188,702.40"
MHNL,2025/06/25,266.00,290.00,261.00,283.93,"131,039","36,260,498.80"
MKCL,2025/06/29,"1,450.00","1,474.00","1,440.00","1,466.40","5,990","8,722,659.20"
MKCL,2025/06/26,"1,483.00","1,494.90","1,450.00","1,453.94","1,963","2,877,304.40"
MKCL,2025/06/25,"1,440.00","1,468.00","1,431.10","1,465.90","1,993","2,904,508.80"
MKHC,2025/06/29,425.00,459.00,423.00,449.55,"57,898","25,553,524.20"
MKHC,2025/06/26,436.90,445.60,420.00,433.26,"38,119","16,477,315.60"
MKHC,2025/06/25,422.00,430.00,412.00,428.42,"29,739","12,521,991.40"
MKHL,2025/06/29,722.00,795.60,722.00,727.53,"87,024","65,146,620.20"
MKHL,2025/06/26,731.00,756.50,685.00,730.03,"29,327","21,422,802.90"
MKHL,2025/06/25,732.00,745.00,718.10,741.75,"2,569","1,900,012.70"
MKJC,2025/06/29,544.00,544.00,525.00,527.92,"43,369","23,025,602.70"
MKJC,2025/06/26,542.70,559.90,533.80,535.61,"91,199","49,738,329.80"
MKJC,2025/06/25,501.00,540.00,501.00,532.10,"46,947","24,557,367.60"
MLBBL,2025/06/29,"1,415.00","1,415.00","1,400.00","1,410.89","1,303","1,832,317.00"
MLBBL,2025/06/26,"1,393.00","1,417.00","1,384.00","1,396.36","1,787","2,491,320.30"
MLBBL,2025/06/25,"1,393.10","1,420.00","1,393.10","1,395.76","2,098","2,936,281.70"
MLBL,2025/06/29,372.10,379.00,372.00,378.47,"26,398","9,923,490.00"
MLBL,2025/06/26,377.70,379.90,373.00,373.82,"23,812","8,938,692.40"
MLBL,2025/06/25,373.00,377.80,372.00,372.96,"28,495","10,658,681.00"
MLBS,2025/06/29,"1,440.00","1,501.00","1,430.00","1,472.08",653,"964,821.50"
MLBS,2025/06/26,"1,412.10","1,462.50","1,412.10","1,443.42","1,469","2,096,059.90"
MLBS,2025/06/25,"1,500.00","1,500.00","1,430.00","1,434.03","1,767","2,546,869.60"
MLBSL,2025/06/29,"2,070.10","2,271.00","2,070.10","2,133.04","2,350","4,929,610.50"
MLBSL,2025/06/26,"2,100.00","2,125.00","2,090.00","2,095.70",628,"1,318,823.00"
MLBSL,2025/06/25,"2,070.00","2,140.00","2,070.00","2,140.00",485,"1,020,974.00"
MMF1,2025/06/29,8.85,9.05,8.83,8.96,"31,100","278,234.00"
MMF1,2025/06/26,8.85,9.04,8.85,8.90,"36,860","331,165.40"
MMF1,2025/06/25,8.77,8.95,8.75,8.85,"19,950","176,635.40"
MMKJL,2025/06/29,543.00,543.00,535.20,539.06,"8,398","4,524,716.10"
MMKJL,2025/06/26,535.70,577.90,535.20,542.58,"7,284","3,996,745.30"
MMKJL,2025/06/25,528.20,552.00,528.20,535.70,"2,120","1,134,928.50"
MNBBL,2025/06/29,354.00,355.00,353.00,354.61,"29,890","10,569,815.80"
MNBBL,2025/06/26,354.00,354.80,352.40,354.00,"22,749","8,032,410.10"
MNBBL,2025/06/25,354.20,355.00,353.10,354.28,"25,076","8,880,830.90"
MNMF1,2025/06/29,9.23,9.41,8.91,9.00,"5,477","49,944.21"
MNMF1,2025/06/26,9.05,9.10,9.04,9.05,"24,700","224,315.00"
MNMF1,2025/06/25,9.40,9.40,8.91,9.02,"6,930","62,532.50"
MPFL,2025/06/29,587.40,587.40,573.20,577.60,"5,947","3,432,250.30"
MPFL,2025/06/26,585.00,595.00,575.10,575.95,"6,178","3,571,831.90"
MPFL,2025/06/25,594.80,594.80,577.00,577.92,"4,550","2,642,556.20"
MSHL,2025/06/29,907.00,907.00,860.00,875.00,"1,191","1,030,108.50"
MSHL,2025/06/26,875.30,905.00,860.10,890.75,"7,459","6,649,497.90"
MSHL,2025/06/25,870.80,886.00,850.00,858.14,"1,390","1,189,527.20"
MSLB,2025/06/29,"1,161.50","1,199.80","1,160.00","1,187.98","3,674","4,324,461.80"
MSLB,2025/06/26,"1,158.00","1,180.00","1,158.00","1,166.50","1,926","2,243,755.60"
MSLB,2025/06/25,"1,155.00","1,190.00","1,155.00","1,169.94",792,"925,930.40"
NABBC,2025/06/29,"1,590.00","1,609.00","1,565.50","1,591.50","14,735","23,517,921.50"
NABBC,2025/06/26,"1,574.30","1,603.20","1,552.30","1,593.46","36,574","57,939,154.70"
NABBC,2025/06/25,"1,590.00","1,605.00","1,549.00","1,603.36","3,638","5,782,800.90"
NABIL,2025/06/29,482.00,490.00,482.00,489.82,"40,790","19,855,309.40"
NABIL,2025/06/26,486.00,488.50,485.10,485.95,"33,097","16,101,679.80"
NABIL,2025/06/25,488.00,488.90,481.00,486.24,"24,807","12,047,864.20"
NADEP,2025/06/29,805.00,836.00,805.00,827.55,"2,352","1,949,149.00"
NADEP,2025/06/26,831.90,831.90,805.00,805.48,"1,274","1,029,109.80"
NADEP,2025/06/25,809.10,821.90,809.00,815.71,431,"350,860.10"
NBF2,2025/06/29,10.00,10.11,9.85,9.98,"11,700","117,739.51"
NBF2,2025/06/26,9.81,10.00,9.81,9.99,"4,751","47,392.90"
NBF2,2025/06/25,10.00,10.00,9.75,9.84,"73,080","722,607.20"
NBF3,2025/06/29,9.60,9.84,9.60,9.75,"92,915","905,879.00"
NBF3,2025/06/26,9.88,9.88,9.32,9.69,"110,535","1,075,578.25"
NBF3,2025/06/25,9.54,9.73,9.54,9.69,"52,170","505,421.50"
NBL,2025/06/29,254.00,254.50,249.30,253.68,"53,614","13,486,063.10"
NBL,2025/06/26,251.00,253.00,249.00,251.24,"36,629","9,196,244.40"
NBL,2025/06/25,253.80,253.80,250.00,251.79,"50,371","12,639,988.10"
NBLD85,2025/06/29,"1,041.10","1,041.10","1,041.10","1,041.10",15,"15,616.50"
NBLD87,2025/06/26,"1,046.00","1,046.00","1,044.80","1,044.80",50,"52,270.00"
NESDO,2025/06/29,"1,505.00","1,525.00","1,470.50","1,521.17","1,588","2,373,231.60"
NESDO,2025/06/26,"1,500.00","1,510.00","1,484.30","1,500.27","1,903","2,846,359.10"
NESDO,2025/06/25,"1,528.00","1,529.00","1,498.50","1,514.04","1,840","2,797,430.00"
NFS,2025/06/29,615.00,615.00,600.00,605.91,"21,997","13,293,131.60"
NFS,2025/06/26,603.00,624.00,603.00,605.10,"24,934","15,251,497.90"
NFS,2025/06/25,608.00,617.90,602.00,605.34,"16,227","9,844,136.50"
NGPL,2025/06/29,398.60,398.60,386.80,388.95,"601,317","234,183,231.90"
NGPL,2025/06/26,400.00,404.90,390.10,390.79,"818,138","323,206,166.20"
NGPL,2025/06/25,405.90,407.00,398.00,400.96,"433,317","173,598,368.70"
NHDL,2025/06/29,678.03,697.00,665.00,683.95,"1,925","1,301,760.10"
NHDL,2025/06/26,669.00,695.00,661.00,678.03,"9,692","6,564,585.90"
NHDL,2025/06/25,668.90,669.00,656.00,656.63,"3,445","2,276,001.80"
NHPC,2025/06/29,215.00,215.00,211.20,212.48,"39,100","8,318,608.40"
NHPC,2025/06/26,213.00,215.40,212.50,212.82,"90,357","19,304,149.30"
NHPC,2025/06/25,218.00,218.00,211.30,212.11,"96,866","20,610,521.90"
NIBD84,2025/06/29,"1,045.00","1,045.00","1,045.00","1,045.00",25,"26,125.00"
NIBD84,2025/06/25,"1,055.00","1,055.00","1,055.00","1,055.00",300,"316,500.00"
NIBLGF,2025/06/29,8.60,8.77,8.50,8.77,"46,501","404,595.71"
NIBLGF,2025/06/26,8.70,8.75,8.70,8.75,380,"3,319.00"
NIBLGF,2025/06/25,8.75,8.92,8.75,8.76,"1,100","9,667.00"
NIBLSTF,2025/06/29,8.30,8.37,8.17,8.32,"8,400","69,968.00"
NIBLSTF,2025/06/26,8.25,8.30,8.25,8.30,"8,830","72,911.00"
NIBLSTF,2025/06/25,8.48,8.48,8.21,8.25,"2,100","17,617.00"
NIBSF2,2025/06/29,8.26,8.50,8.26,8.40,"2,480","20,797.00"
NIBSF2,2025/06/26,8.35,8.36,8.31,8.36,"16,165","134,755.40"
NIBSF2,2025/06/25,8.31,8.50,8.31,8.34,"12,200","103,023.00"
NICA,2025/06/29,340.00,345.00,335.00,343.92,"64,107","21,745,989.10"
NICA,2025/06/26,340.00,341.00,336.00,337.42,"37,902","12,803,881.90"
NICA,2025/06/25,338.50,340.90,335.30,338.68,"62,197","21,065,787.00"
NICBF,2025/06/29,9.15,9.33,9.15,9.30,"1,700","15,750.00"
NICBF,2025/06/26,9.14,9.15,9.14,9.15,"1,100","10,055.00"
NICBF,2025/06/25,9.06,9.18,9.05,9.18,"1,500","13,641.00"
NICFC,2025/06/29,9.21,9.30,9.21,9.29,"11,900","110,500.00"
NICFC,2025/06/26,9.15,9.20,9.15,9.17,"1,700","15,612.00"
NICFC,2025/06/25,9.17,9.39,9.16,9.30,"5,500","51,064.00"
NICGF2,2025/06/29,8.48,8.74,8.48,8.66,"3,700","32,051.00"
NICGF2,2025/06/26,8.62,8.63,8.62,8.63,"1,200","10,349.00"
NICGF2,2025/06/25,8.55,8.79,8.55,8.75,"1,700","14,746.00"
NICL,2025/06/29,577.00,580.00,570.00,575.20,"8,627","4,962,354.80"
NICL,2025/06/26,578.50,586.00,571.00,571.33,"14,252","8,217,808.30"
NICL,2025/06/25,576.10,585.00,576.00,578.98,"4,419","2,560,532.00"
NICLBSL,2025/06/29,605.20,622.00,605.00,617.56,"6,973","4,293,933.80"
NICLBSL,2025/06/26,607.00,612.50,605.00,605.11,"3,892","2,361,474.00"
NICLBSL,2025/06/25,617.00,617.00,606.00,606.93,"3,665","2,232,647.30"
NICSF,2025/06/29,8.90,9.10,8.90,9.00,"3,861","34,627.12"
NICSF,2025/06/26,8.92,9.03,8.92,8.95,"13,940","125,185.50"
NICSF,2025/06/25,8.87,9.04,8.87,8.90,"10,225","91,402.25"
NIFRA,2025/06/29,268.00,272.00,266.00,270.76,"152,728","41,063,428.70"
NIFRA,2025/06/26,271.00,274.00,266.20,268.18,"277,780","74,986,955.10"
NIFRA,2025/06/25,273.00,274.00,270.00,271.43,"115,809","31,427,115.80"
NIL,2025/06/29,665.00,675.00,665.00,667.34,"20,668","13,842,128.80"
NIL,2025/06/26,665.00,670.00,663.50,664.12,"8,969","5,967,247.90"
NIL,2025/06/25,674.00,674.00,665.00,665.03,"8,558","5,694,566.00"
NIMB,2025/06/29,206.80,214.00,205.10,212.92,"122,808","25,686,743.00"
NIMB,2025/06/26,207.00,210.00,204.90,206.87,"68,210","14,132,921.30"
NIMB,2025/06/25,208.00,209.90,205.50,206.20,"64,495","13,364,291.10"
NIMBPO,2025/06/29,157.00,169.00,156.60,163.38,"51,049","8,288,065.40"
NIMBPO,2025/06/26,155.00,160.00,155.00,159.57,"4,667","736,791.70"
NIMBPO,2025/06/25,158.50,159.00,157.50,158.12,"4,164","658,428.00"
NLG,2025/06/29,760.00,775.30,753.10,772.08,"21,777","16,688,145.60"
NLG,2025/06/26,762.60,769.00,757.10,759.76,"15,431","11,781,433.30"
NLG,2025/06/25,760.00,770.00,760.00,764.04,"11,063","8,434,528.30"
NLIC,2025/06/29,735.00,735.00,720.00,727.66,"33,010","23,855,922.90"
NLIC,2025/06/26,724.00,731.00,720.00,720.78,"45,362","32,820,028.70"
NLIC,2025/06/25,741.90,741.90,723.10,724.64,"45,649","33,152,801.00"
NLICL,2025/06/29,586.70,586.70,570.00,579.41,"12,398","7,144,407.30"
NLICL,2025/06/26,576.00,584.00,573.30,576.38,"16,269","9,389,865.40"
NLICL,2025/06/25,577.00,577.00,567.50,576.23,"9,865","5,638,922.00"
NMB,2025/06/29,233.10,258.00,233.10,243.23,"45,056","10,740,407.90"
NMB,2025/06/26,233.00,236.90,233.00,235.39,"29,936","7,050,368.20"
NMB,2025/06/25,235.00,240.00,233.10,234.90,"20,505","4,812,531.80"
NMB50,2025/06/29,10.31,10.55,10.29,10.48,"531,713","5,484,269.75"
NMB50,2025/06/26,10.51,10.51,10.30,10.37,"154,200","1,599,602.00"
NMB50,2025/06/25,10.50,10.50,10.30,10.41,"150,700","1,564,701.82"
NMBHF2,2025/06/29,8.75,8.94,8.61,8.70,"11,350","98,606.00"
NMBHF2,2025/06/26,8.89,9.06,8.44,8.77,"11,300","97,408.00"
NMBHF2,2025/06/25,8.69,8.73,8.53,8.72,"21,410","186,423.30"
NMBMF,2025/06/29,672.00,680.00,665.00,677.73,"2,517","1,696,742.40"
NMBMF,2025/06/26,671.90,671.90,660.00,662.07,"5,255","3,494,442.80"
NMBMF,2025/06/25,666.60,679.00,665.00,665.61,"4,358","2,911,480.00"
NMFBS,2025/06/29,"1,205.00","1,247.00","1,200.00","1,224.28","5,222","6,324,326.90"
NMFBS,2025/06/26,"1,200.50","1,208.00","1,200.50","1,204.69","2,869","3,457,298.10"
NMFBS,2025/06/25,"1,205.51","1,210.00","1,202.20","1,205.00","2,961","3,565,200.10"
NMIC,2025/06/29,"1,593.60","1,593.60","1,535.00","1,539.80","12,591","19,520,906.60"
NMIC,2025/06/26,"1,600.00","1,621.00","1,545.50","1,562.40","15,548","24,482,280.70"
NMIC,2025/06/25,"1,570.00","1,646.00","1,561.30","1,599.75","25,556","41,222,425.70"
NMLBBL,2025/06/29,636.00,647.60,630.00,645.71,"10,860","6,977,076.50"
NMLBBL,2025/06/26,630.00,635.00,626.10,627.39,"3,821","2,401,038.00"
NMLBBL,2025/06/25,630.00,636.00,628.30,630.51,"1,888","1,190,991.60"
NRIC,2025/06/29,"1,203.00","1,265.00","1,203.00","1,238.48","81,448","101,264,894.20"
NRIC,2025/06/26,"1,205.00","1,230.00","1,202.00","1,208.20","36,726","44,443,527.20"
NRIC,2025/06/25,"1,200.00","1,223.30","1,200.00","1,206.95","33,080","39,942,697.60"
NRM,2025/06/29,440.00,440.00,425.10,430.76,"27,889","11,996,528.20"
NRM,2025/06/26,430.00,440.00,430.00,431.60,"23,630","10,252,917.40"
NRM,2025/06/25,439.90,439.90,429.20,433.89,"20,617","8,911,402.70"
NRN,2025/06/29,"1,973.00","2,030.50","1,973.00","2,004.49","53,558","108,022,769.90"
NRN,2025/06/26,"2,017.00","2,050.00","2,000.00","2,013.12","49,876","100,977,490.00"
NRN,2025/06/25,"2,000.00","2,074.00","2,000.00","2,037.51","177,011","361,660,004.50"
NSIF2,2025/06/29,10.57,10.78,10.50,10.68,"51,670","555,955.20"
NSIF2,2025/06/26,10.46,10.70,10.46,10.57,"12,050","128,172.00"
NSIF2,2025/06/25,10.48,10.56,10.48,10.56,"1,700","17,858.00"
NTC,2025/06/29,840.00,848.00,838.00,840.48,"11,399","9,578,063.00"
NTC,2025/06/26,843.00,850.00,839.00,839.88,"13,345","11,218,313.70"
NTC,2025/06/25,841.00,848.00,839.10,843.11,"9,234","7,783,371.80"
NUBL,2025/06/29,692.00,692.00,678.00,688.30,"7,368","5,034,392.00"
NUBL,2025/06/26,690.00,695.00,680.00,681.60,"14,316","9,776,834.40"
NUBL,2025/06/25,671.10,691.00,671.00,681.41,"8,364","5,708,379.30"
NWCL,2025/06/29,845.00,855.90,840.00,848.66,"2,647","2,245,278.00"
NWCL,2025/06/26,860.00,860.00,835.00,851.07,"3,093","2,623,982.80"
NWCL,2025/06/25,848.00,864.00,848.00,850.72,"2,143","1,821,884.90"
NYADI,2025/06/29,445.00,445.10,433.20,436.15,"34,190","14,984,903.80"
NYADI,2025/06/26,420.00,447.10,420.00,444.56,"99,793","43,952,090.20"
NYADI,2025/06/25,420.70,424.00,412.00,420.20,"28,059","11,698,857.20"
OHL,2025/06/29,884.00,884.00,850.70,868.52,"23,388","20,169,228.50"
OHL,2025/06/26,889.00,889.00,873.10,873.39,"10,745","9,447,253.50"
OHL,2025/06/25,876.00,887.50,875.00,885.62,"5,648","4,985,985.50"
OMPL,2025/06/29,"1,354.00","1,354.00","1,314.00","1,330.30","16,246","21,618,092.00"
OMPL,2025/06/26,"1,440.00","1,445.00","1,341.00","1,354.71","21,242","29,453,393.30"
OMPL,2025/06/25,"1,409.00","1,480.00","1,383.00","1,442.07","31,551","45,772,834.70"
PBD85,2025/06/29,"1,050.10","1,050.10","1,050.10","1,050.10",50,"52,505.00"
PBD88,2025/06/29,"1,151.00","1,190.00","1,128.00","1,190.00",100,"116,024.00"
PBD88,2025/06/26,"1,130.00","1,130.00","1,130.00","1,130.00",40,"45,200.00"
PBLD84,2025/06/29,"1,121.00","1,122.10","1,100.00","1,100.00",195,"217,566.00"
PCBL,2025/06/29,236.20,245.00,235.10,244.20,"67,110","16,155,299.60"
PCBL,2025/06/26,240.00,240.00,236.10,237.82,"33,937","8,059,690.10"
PCBL,2025/06/25,239.50,239.50,235.00,237.79,"30,471","7,210,133.90"
PFL,2025/06/29,396.00,404.00,391.00,402.19,"11,037","4,420,157.40"
PFL,2025/06/26,397.00,402.00,396.00,396.64,"11,509","4,583,080.30"
PFL,2025/06/25,402.00,402.00,394.00,395.28,"14,867","5,894,470.80"
PHCL,2025/06/29,519.00,530.90,510.00,513.17,"7,108","3,669,944.10"
PHCL,2025/06/26,482.80,530.20,482.80,521.07,"38,660","19,743,067.90"
PHCL,2025/06/25,486.40,496.00,480.20,486.35,"25,179","12,206,353.60"
