symbol,date,open,high,low,close,volume,turnover
PMHPL,2025/06/29,435.00,435.00,411.60,420.19,"261,224","109,913,266.50"
PMHPL,2025/06/26,435.10,459.00,415.10,434.08,"271,549","118,404,816.80"
PMHPL,2025/06/25,415.00,450.00,408.00,443.96,"270,762","115,005,382.10"
PMLI,2025/06/29,480.20,500.80,480.20,495.62,"10,082","4,963,062.00"
PMLI,2025/06/26,487.00,518.00,480.30,488.48,"8,132","3,987,037.80"
PMLI,2025/06/25,493.20,495.00,490.00,490.06,"6,568","3,235,768.70"
PPCL,2025/06/29,377.00,401.70,375.00,393.33,"326,327","126,013,015.50"
PPCL,2025/06/26,400.00,404.00,383.00,384.37,"226,761","89,180,143.10"
PPCL,2025/06/25,375.00,400.00,366.10,396.86,"376,053","145,433,465.40"
PPL,2025/06/29,402.00,410.00,385.40,392.85,"14,355","5,663,341.70"
PPL,2025/06/26,389.00,406.90,389.00,401.83,"44,367","17,751,303.10"
PPL,2025/06/25,381.10,388.00,380.00,386.75,"7,499","2,887,777.40"
PRIN,2025/06/29,852.10,854.50,849.00,852.30,"11,574","9,864,611.10"
PRIN,2025/06/26,866.00,866.00,847.30,848.65,"8,861","7,542,313.10"
PRIN,2025/06/25,850.00,856.00,845.00,849.18,"8,459","7,188,276.00"
PROFL,2025/06/29,473.00,479.70,470.00,477.00,"6,734","3,200,670.30"
PROFL,2025/06/26,484.90,484.90,472.00,472.65,"12,154","5,755,679.60"
PROFL,2025/06/25,487.00,487.00,475.60,476.31,"5,446","2,607,718.60"
PRSF,2025/06/29,10.91,11.20,10.91,11.01,"144,780","1,600,200.00"
PRSF,2025/06/26,11.10,11.11,10.91,11.10,"250,700","2,765,928.50"
PRSF,2025/06/25,10.78,11.00,10.78,11.00,"91,100","992,059.00"
PRVU,2025/06/29,200.10,206.40,200.00,205.98,"134,879","27,360,558.50"
PRVU,2025/06/26,204.00,205.00,200.10,200.79,"84,629","17,059,265.60"
PRVU,2025/06/25,202.00,204.00,200.00,202.18,"105,647","21,292,614.40"
PSF,2025/06/29,10.60,11.02,10.60,10.95,"98,000","1,073,997.00"
PSF,2025/06/26,10.78,10.90,10.75,10.80,"118,800","1,280,268.00"
PSF,2025/06/25,10.86,10.97,10.84,10.90,"7,800","84,766.00"
PURE,2025/06/29,925.00,950.00,901.00,912.83,"31,782","29,053,317.20"
PURE,2025/06/26,971.40,976.00,941.00,942.94,"44,968","42,901,795.50"
PURE,2025/06/25,995.70,"1,025.00",940.00,991.15,"33,205","32,855,079.50"
RADHI,2025/06/29,770.00,793.00,770.00,777.06,"272,748","212,814,847.80"
RADHI,2025/06/26,784.30,810.00,780.10,781.11,"497,210","392,032,383.00"
RADHI,2025/06/25,819.90,819.90,791.20,800.28,"310,295","248,938,770.50"
RAWA,2025/06/29,796.70,812.60,782.00,782.00,"1,892","1,485,368.00"
RAWA,2025/06/26,785.10,833.00,738.20,781.10,"6,664","5,223,889.50"
RAWA,2025/06/25,761.00,853.80,761.00,801.04,"2,793","2,213,081.50"
RBCL,2025/06/29,"14,500.00","14,555.00","14,403.00","14,555.00",155,"2,239,461.00"
RBCL,2025/06/26,"14,460.00","14,675.00","14,450.00","14,546.66",110,"1,595,460.00"
RBCL,2025/06/25,"14,507.00","14,695.00","14,460.00","14,545.10",200,"2,900,774.00"
RBCLPO,2025/06/29,"11,251.00","11,300.00","11,250.00","11,300.00",140,"1,578,520.00"
RBCLPO,2025/06/26,"11,544.00","11,772.00","11,400.00","11,400.00",70,"808,846.00"
RFPL,2025/06/29,553.00,606.90,550.00,594.90,"178,203","105,072,960.80"
RFPL,2025/06/26,555.00,583.00,555.00,564.07,"75,652","43,174,792.20"
RFPL,2025/06/25,562.00,581.00,560.00,565.68,"34,864","19,795,424.80"
RHGCL,2025/06/29,320.00,332.00,320.00,325.62,"25,020","8,179,448.50"
RHGCL,2025/06/26,324.00,329.00,320.10,323.05,"25,473","8,259,015.60"
RHGCL,2025/06/25,315.00,333.00,310.00,318.11,"14,908","4,711,991.70"
RHPL,2025/06/29,370.00,376.00,363.00,369.45,"87,551","32,353,056.30"
RHPL,2025/06/26,375.20,380.00,369.60,370.39,"106,550","39,674,267.80"
RHPL,2025/06/25,380.40,384.00,372.80,377.12,"34,131","12,850,133.00"
RIDI,2025/06/29,264.00,264.80,260.00,261.25,"135,028","35,269,161.90"
RIDI,2025/06/26,265.00,266.00,258.00,259.32,"136,950","35,819,785.80"
RIDI,2025/06/25,264.00,266.90,259.20,260.69,"163,092","42,650,751.10"
RLFL,2025/06/29,457.40,465.00,453.00,462.36,"11,272","5,143,015.00"
RLFL,2025/06/26,461.10,465.00,457.00,458.17,"13,662","6,288,905.90"
RLFL,2025/06/25,461.10,467.80,460.00,460.69,"5,817","2,695,951.80"
RMF1,2025/06/29,9.60,9.70,9.60,9.60,"10,600","101,780.00"
RMF1,2025/06/26,9.46,9.65,9.46,9.60,"17,925","172,114.00"
RMF1,2025/06/25,9.50,9.67,9.50,9.65,"32,500","312,048.00"
RMF2,2025/06/29,9.50,9.65,9.50,9.65,"2,300","22,161.00"
RMF2,2025/06/25,9.47,9.47,9.47,9.47,900,"8,523.00"
RNLI,2025/06/29,431.00,439.00,430.00,437.35,"20,776","9,025,085.60"
RNLI,2025/06/26,431.10,435.90,430.00,430.42,"21,505","9,290,372.40"
RNLI,2025/06/25,434.10,436.00,431.20,432.83,"10,860","4,702,309.10"
RSDC,2025/06/29,649.00,665.00,647.00,663.54,"7,696","5,057,794.80"
RSDC,2025/06/26,648.36,663.00,645.10,655.51,"7,957","5,197,184.90"
RSDC,2025/06/25,660.00,660.00,646.80,648.36,"10,161","6,652,421.60"
RURU,2025/06/29,699.00,724.80,699.00,714.07,"8,716","6,212,183.40"
RURU,2025/06/26,703.00,729.00,703.00,712.89,"9,116","6,505,762.50"
RURU,2025/06/25,706.00,720.00,706.00,715.36,"10,725","7,649,399.50"
SADBL,2025/06/29,392.50,399.90,392.00,396.76,"45,927","18,124,674.20"
SADBL,2025/06/26,399.00,399.00,392.00,392.54,"33,983","13,368,289.80"
SADBL,2025/06/25,395.00,399.00,393.00,393.34,"24,756","9,747,927.80"
SAGF,2025/06/29,9.75,10.20,9.75,10.19,"23,800","241,223.00"
SAGF,2025/06/26,9.80,9.88,9.80,9.88,500,"4,924.00"
SAGF,2025/06/25,9.75,9.94,9.75,9.82,"7,100","69,664.00"
SAHAS,2025/06/29,573.00,600.20,568.10,595.06,"975,598","578,688,202.50"
SAHAS,2025/06/26,552.00,570.00,552.00,565.05,"381,631","215,423,656.60"
SAHAS,2025/06/25,553.00,559.90,544.20,552.53,"114,130","62,710,384.10"
SALICO,2025/06/29,655.00,674.90,653.80,669.98,"2,917","1,929,789.00"
SALICO,2025/06/26,668.00,669.10,663.00,666.99,"3,108","2,070,099.20"
SALICO,2025/06/25,665.00,678.00,665.00,668.38,"3,914","2,615,556.60"
SAMAJ,2025/06/29,"2,135.00","2,159.50","2,130.00","2,133.42",463,"989,442.00"
SAMAJ,2025/06/26,"2,198.00","2,198.00","2,131.00","2,135.28",265,"569,025.30"
SAMAJ,2025/06/25,"2,131.00","2,194.00","2,131.00","2,156.60",225,"485,872.40"
SAND2085,2025/06/29,"1,139.00","1,158.50","1,139.00","1,158.50",100,"114,407.50"
SAND2085,2025/06/25,"1,125.00","1,125.00","1,125.00","1,125.00",50,"56,250.00"
SANIMA,2025/06/29,319.90,324.30,315.50,322.24,"145,817","46,679,361.20"
SANIMA,2025/06/26,314.50,318.80,314.00,317.81,"70,007","22,185,236.30"
SANIMA,2025/06/25,319.90,319.90,314.00,314.87,"61,365","19,347,744.60"
SAPDBL,2025/06/29,"1,015.70","1,095.40","1,015.70","1,095.40","166,986","181,307,560.30"
SAPDBL,2025/06/26,930.00,"1,004.90",918.00,995.88,"103,688","101,012,473.80"
SAPDBL,2025/06/25,928.60,928.60,910.10,913.63,"18,343","16,775,308.20"
SARBTM,2025/06/29,820.00,833.00,820.00,831.35,"33,117","27,410,735.80"
SARBTM,2025/06/26,825.50,832.00,825.40,826.49,"15,255","12,630,103.10"
SARBTM,2025/06/25,825.00,832.00,825.00,826.84,"14,377","11,884,942.30"
SBCF,2025/06/29,9.50,9.60,9.50,9.56,"2,050","19,653.00"
SBCF,2025/06/26,9.45,9.68,9.45,9.60,"14,810","142,408.00"
SBCF,2025/06/25,9.36,9.63,9.35,9.52,"96,820","928,880.00"
SBI,2025/06/29,383.50,394.00,383.50,392.47,"16,253","6,325,987.30"
SBI,2025/06/26,384.00,391.60,383.00,386.57,"21,912","8,485,894.00"
SBI,2025/06/25,389.00,389.50,385.00,385.72,"6,193","2,392,767.20"
SBID83,2025/06/29,"1,102.60","1,102.60","1,102.60","1,102.60",600,"661,560.00"
SBID89,2025/06/29,"1,126.80","1,137.00","1,126.80","1,137.00",163,"185,229.00"
SBL,2025/06/29,305.00,311.50,305.00,310.72,"82,774","25,509,367.40"
SBL,2025/06/26,302.00,308.00,301.80,305.59,"42,654","13,056,618.90"
SBL,2025/06/25,310.00,310.00,303.80,305.98,"79,701","24,377,378.40"
SCB,2025/06/29,619.00,619.00,612.00,615.12,"9,551","5,865,477.70"
SCB,2025/06/26,610.00,615.00,610.00,612.87,"8,281","5,079,111.00"
SCB,2025/06/25,610.00,619.50,610.00,612.54,"5,919","3,624,578.60"
SDBD87,2025/06/29,"1,106.00","1,106.00","1,106.00","1,106.00",25,"27,650.00"
SEF,2025/06/29,10.00,10.01,9.95,10.01,"3,270","32,646.00"
SEF,2025/06/26,9.91,10.10,9.91,10.10,"4,000","39,865.00"
SEF,2025/06/25,9.88,10.04,9.88,10.04,"146,168","1,461,441.50"
SFCL,2025/06/29,462.00,469.00,460.00,466.58,"16,568","7,687,006.50"
SFCL,2025/06/26,470.00,473.00,464.00,464.64,"11,090","5,164,429.20"
SFCL,2025/06/25,465.00,472.00,463.70,464.55,"12,372","5,763,345.00"
SFEF,2025/06/29,9.79,9.98,9.70,9.80,"390,331","3,815,575.78"
SFEF,2025/06/26,9.69,9.98,9.69,9.98,"593,169","5,801,379.20"
SFEF,2025/06/25,9.50,9.70,9.31,9.50,"405,500","3,804,415.00"
SFMF,2025/06/29,10.70,10.92,10.50,10.71,"29,650","313,600.50"
SFMF,2025/06/26,10.98,10.98,10.40,10.50,"16,400","171,341.00"
SFMF,2025/06/25,10.80,10.80,10.38,10.80,"21,700","228,224.00"
SGHC,2025/06/29,398.00,401.00,391.00,393.53,"19,218","7,590,071.30"
SGHC,2025/06/26,400.10,411.00,395.00,405.47,"17,901","7,209,621.40"
SGHC,2025/06/25,400.00,415.00,400.00,406.51,"11,838","4,824,906.00"
SGIC,2025/06/29,527.00,539.90,527.00,536.89,"25,703","13,711,883.10"
SGIC,2025/06/26,526.10,535.00,526.10,527.03,"12,749","6,755,837.70"
SGIC,2025/06/25,530.00,538.30,525.00,528.60,"11,100","5,852,495.50"
SHEL,2025/06/29,293.10,296.00,287.70,291.88,"473,506","138,080,800.20"
SHEL,2025/06/26,305.00,308.00,294.60,295.08,"1,053,584","316,182,125.70"
SHEL,2025/06/25,300.10,306.00,297.00,302.44,"388,318","117,039,881.90"
SHINE,2025/06/29,392.10,399.70,392.10,399.37,"23,462","9,265,048.90"
SHINE,2025/06/26,401.90,401.90,395.00,396.62,"26,857","10,661,511.20"
SHINE,2025/06/25,395.30,400.00,395.10,396.92,"31,994","12,688,477.20"
SHIVM,2025/06/29,495.00,504.90,495.00,501.38,"102,693","51,491,592.20"
SHIVM,2025/06/26,510.80,510.80,500.10,501.05,"141,177","70,897,689.60"
SHIVM,2025/06/25,505.00,508.00,503.00,503.67,"84,699","42,725,767.60"
SHL,2025/06/29,540.00,557.80,540.00,553.26,"99,674","55,017,462.70"
SHL,2025/06/26,561.00,578.30,546.00,550.65,"204,538","113,742,018.60"
SHL,2025/06/25,558.10,566.90,550.00,562.84,"97,030","54,557,248.50"
SHLB,2025/06/29,"1,785.00","1,844.90","1,785.00","1,832.16",615,"1,118,190.50"
SHLB,2025/06/26,"1,834.40","1,834.40","1,776.30","1,780.09",692,"1,254,368.00"
SHLB,2025/06/25,"1,766.30","1,800.00","1,766.30","1,798.60",440,"781,515.50"
SHPC,2025/06/29,595.00,613.90,595.00,600.96,"295,930","178,356,203.80"
SHPC,2025/06/26,600.40,619.00,600.40,606.45,"375,459","229,580,999.00"
SHPC,2025/06/25,603.00,616.00,599.10,612.65,"332,456","202,041,058.50"
SICL,2025/06/29,716.10,720.00,713.00,716.74,"9,152","6,548,188.50"
SICL,2025/06/26,725.00,725.50,715.00,716.66,"15,338","11,024,254.30"
SICL,2025/06/25,722.00,725.00,719.00,724.80,"13,783","9,953,111.60"
SIFC,2025/06/29,513.00,517.00,504.00,514.41,"19,302","9,830,658.10"
SIFC,2025/06/26,500.00,515.00,500.00,505.96,"20,472","10,390,508.10"
SIFC,2025/06/25,523.00,523.00,505.10,508.94,"16,966","8,663,999.50"
SIGS2,2025/06/29,9.87,10.20,9.87,10.20,"9,900","100,858.00"
SIGS2,2025/06/26,10.04,10.04,10.04,10.04,"1,401","14,066.04"
SIGS2,2025/06/25,10.00,10.00,9.85,9.85,"43,152","427,888.28"
SIGS3,2025/06/29,10.01,10.10,10.01,10.10,300,"3,021.00"
SIGS3,2025/06/26,10.20,10.26,10.01,10.02,"53,600","538,398.50"
SIGS3,2025/06/25,10.14,10.15,10.05,10.06,"124,500","1,258,467.00"
SIKLES,2025/06/29,825.00,864.00,819.00,853.11,770,"644,140.60"
SIKLES,2025/06/26,820.00,852.10,820.00,835.06,"1,789","1,476,472.90"
SIKLES,2025/06/25,841.80,843.90,826.10,835.46,530,"444,188.00"
SINDU,2025/06/29,740.00,776.00,730.10,759.21,"70,100","52,723,585.70"
SINDU,2025/06/26,749.80,758.90,726.00,748.02,"45,238","33,659,641.60"
SINDU,2025/06/25,767.80,767.80,732.00,735.25,"44,476","32,985,852.20"
SJCL,2025/06/29,326.90,353.20,318.10,322.30,"20,865","6,875,549.30"
SJCL,2025/06/26,325.00,325.00,319.00,321.18,"8,721","2,795,719.00"
SJCL,2025/06/25,320.00,326.00,319.50,322.21,"14,912","4,811,431.00"
SJLIC,2025/06/29,421.10,429.00,420.00,426.86,"18,678","7,895,440.20"
SJLIC,2025/06/26,420.60,428.00,420.20,423.67,"10,241","4,334,095.90"
SJLIC,2025/06/25,420.20,425.00,420.20,423.56,"14,825","6,257,234.70"
SKBBL,2025/06/29,789.00,800.00,788.10,794.92,"9,180","7,263,360.50"
SKBBL,2025/06/26,785.00,791.00,785.00,787.30,"7,798","6,139,206.90"
SKBBL,2025/06/25,795.00,795.00,781.00,785.33,"7,340","5,766,156.40"
SLBBL,2025/06/29,860.00,878.00,860.00,874.87,"10,963","9,550,725.20"
SLBBL,2025/06/26,851.00,869.00,851.00,861.08,"7,371","6,357,303.70"
SLBBL,2025/06/25,842.00,855.00,842.00,850.00,"2,401","2,042,398.80"
SLBSL,2025/06/29,"1,315.00","1,367.00","1,300.00","1,359.88","8,458","11,301,402.20"
SLBSL,2025/06/26,"1,324.90","1,336.00","1,310.00","1,316.35","4,223","5,554,990.20"
SLBSL,2025/06/25,"1,322.00","1,330.00","1,302.00","1,315.28","5,318","6,984,036.00"
SLCF,2025/06/29,9.80,10.03,9.80,9.90,"13,500","134,275.00"
SLCF,2025/06/26,9.80,9.90,9.80,9.90,"3,750","36,966.50"
SLCF,2025/06/25,9.81,9.99,9.81,9.98,"43,300","431,665.70"
SMATA,2025/06/29,814.00,818.00,796.00,802.68,"14,930","12,042,519.60"
SMATA,2025/06/26,760.10,811.00,760.00,802.42,"15,123","12,026,290.60"
SMATA,2025/06/25,771.00,787.40,748.00,775.20,"5,382","4,127,406.80"
SMB,2025/06/29,"2,009.00","2,009.00","1,968.10","1,985.00","1,003","1,988,049.30"
SMB,2025/06/26,"2,010.00","2,010.00","1,970.10","1,972.49","1,290","2,555,915.70"
SMB,2025/06/25,"2,000.00","2,040.00","2,000.00","2,000.54","1,356","2,717,845.90"
SMFBS,2025/06/29,"1,675.00","1,675.00","1,615.10","1,624.67",483,"793,844.20"
SMFBS,2025/06/26,"1,660.00","1,660.00","1,620.00","1,648.00",278,"458,552.00"
SMFBS,2025/06/25,"1,610.00","1,669.00","1,610.00","1,628.62",376,"612,639.60"
SMH,2025/06/29,815.00,842.00,810.50,811.00,293,"242,680.00"
SMH,2025/06/26,800.00,840.00,800.00,826.78,514,"421,516.00"
SMH,2025/06/25,814.00,825.00,808.00,808.84,261,"212,927.00"
SMHL,2025/06/29,983.80,999.00,949.10,995.34,"23,516","23,229,350.30"
SMHL,2025/06/26,940.50,"1,009.00",926.30,"1,003.85","21,509","21,330,588.10"
SMHL,2025/06/25,935.10,945.00,935.10,939.61,"1,372","1,286,525.80"
SMJC,2025/06/29,521.00,538.00,521.00,534.50,"23,073","12,239,416.40"
SMJC,2025/06/26,525.00,532.00,520.00,521.36,"37,631","19,861,314.60"
SMJC,2025/06/25,511.50,524.20,511.00,521.21,"12,555","6,496,749.50"
SMPDA,2025/06/29,929.00,947.00,913.00,928.28,"1,838","1,720,755.50"
SMPDA,2025/06/26,905.10,920.00,905.10,912.01,"2,966","2,702,500.70"
SMPDA,2025/06/25,908.00,916.00,908.00,912.07,"2,937","2,674,378.60"
SNLI,2025/06/29,463.00,468.00,458.00,463.71,"9,661","4,454,913.30"
SNLI,2025/06/26,457.00,464.00,457.00,458.86,"7,153","3,284,196.70"
SNLI,2025/06/25,455.00,465.00,455.00,457.56,"6,447","2,956,257.00"
SONA,2025/06/29,444.00,446.00,440.30,443.85,"29,622","13,104,576.80"
SONA,2025/06/26,448.00,448.00,442.30,442.65,"45,785","20,321,613.50"
SONA,2025/06/25,443.00,451.00,443.00,445.21,"28,690","12,802,739.00"
SPC,2025/06/29,531.90,531.90,513.50,517.98,"29,780","15,547,443.80"
SPC,2025/06/26,500.00,530.00,500.00,521.50,"97,446","50,919,643.80"
SPC,2025/06/25,486.00,500.00,485.00,496.76,"24,555","12,045,008.60"
SPDL,2025/06/29,407.50,419.50,407.50,410.41,"161,764","66,659,286.70"
SPDL,2025/06/26,414.00,433.00,413.00,414.09,"237,011","100,233,177.20"
SPDL,2025/06/25,408.00,430.00,408.00,421.66,"240,492","100,873,180.70"
SPHL,2025/06/29,629.00,658.00,629.00,643.20,"1,305","841,427.00"
SPHL,2025/06/26,640.00,642.90,630.00,641.06,"2,700","1,716,855.00"
SPHL,2025/06/25,640.00,640.00,633.00,633.08,600,"381,672.00"
SPIL,2025/06/29,785.10,804.00,784.00,800.00,"7,034","5,565,719.30"
SPIL,2025/06/26,792.00,799.00,785.60,788.86,"4,951","3,905,082.60"
SPIL,2025/06/25,788.90,798.00,784.80,790.17,"8,182","6,453,653.00"
SPL,2025/06/29,768.60,790.00,768.60,783.08,930,"729,903.50"
SPL,2025/06/26,805.40,805.40,778.00,780.11,"2,708","2,132,289.00"
SPL,2025/06/25,778.90,792.00,765.00,789.68,630,"493,465.00"
SRLI,2025/06/29,391.00,395.90,390.00,392.46,"68,277","26,831,871.50"
SRLI,2025/06/26,398.00,398.00,390.30,392.35,"37,129","14,591,828.20"
SRLI,2025/06/25,392.50,394.90,391.00,392.94,"21,531","8,443,816.20"
SRLIP,2025/06/26,201.00,201.00,201.00,201.00,"68,244","13,717,044.00"
SSHL,2025/06/29,248.10,251.00,241.20,241.81,"121,973","29,659,936.80"
SSHL,2025/06/26,249.00,257.90,245.70,248.13,"236,032","59,459,419.60"
SSHL,2025/06/25,254.00,254.00,245.50,248.22,"182,205","45,360,579.10"
STC,2025/06/29,"5,005.00","5,009.00","4,980.00","5,002.64","1,928","9,633,994.00"
STC,2025/06/26,"5,000.00","5,005.00","4,990.00","5,000.25","1,035","5,173,681.00"
STC,2025/06/25,"5,010.00","5,010.00","4,960.00","4,996.56","2,085","10,369,048.00"
SWBBL,2025/06/29,787.10,820.00,787.10,815.13,"6,466","5,162,115.60"
SWBBL,2025/06/26,790.50,800.00,787.00,795.40,"2,303","1,824,182.20"
SWBBL,2025/06/25,790.00,799.00,785.10,791.77,980,"777,961.10"
SWMF,2025/06/29,676.00,700.00,676.00,692.30,"3,290","2,263,397.00"
SWMF,2025/06/26,685.00,685.00,677.00,677.54,"2,129","1,449,305.90"
SWMF,2025/06/25,686.38,686.38,678.00,678.27,"2,171","1,476,384.80"
TAMOR,2025/06/29,511.00,527.00,511.00,524.18,"22,892","11,931,090.40"
TAMOR,2025/06/26,514.40,538.00,507.10,512.08,"57,850","30,021,439.80"
TAMOR,2025/06/25,523.00,523.00,503.70,514.26,"14,916","7,631,430.60"
TPC,2025/06/29,402.00,425.00,395.00,421.25,"135,575","56,446,537.20"
TPC,2025/06/26,405.00,428.00,398.60,402.02,"74,442","30,469,790.10"
TPC,2025/06/25,374.90,405.20,370.00,404.44,"178,171","69,843,124.20"
TRH,2025/06/29,933.00,933.00,898.00,913.95,"4,261","3,875,599.40"
TRH,2025/06/26,920.10,930.00,915.00,916.28,"8,897","8,177,753.00"
TRH,2025/06/25,934.00,934.00,920.20,929.29,"1,546","1,430,365.00"
TSHL,2025/06/29,633.60,633.60,620.10,629.90,"1,434","898,873.40"
TSHL,2025/06/26,625.40,641.30,617.00,624.07,"2,035","1,273,117.80"
TSHL,2025/06/25,630.00,635.10,621.50,628.76,"7,418","4,676,466.50"
TVCL,2025/06/29,500.00,541.00,500.00,538.39,"96,311","51,447,358.60"
TVCL,2025/06/26,504.00,514.00,496.10,508.29,"24,853","12,627,630.50"
TVCL,2025/06/25,478.20,509.90,476.10,504.57,"51,237","25,407,148.90"
UAIL,2025/06/29,577.00,580.00,570.60,573.99,"20,872","11,969,380.70"
UAIL,2025/06/26,580.00,587.00,575.00,575.99,"11,331","6,529,500.00"
UAIL,2025/06/25,576.00,578.80,572.50,576.34,"6,219","3,583,119.10"
UHEWA,2025/06/29,520.00,533.40,520.00,531.04,"5,072","2,674,834.20"
UHEWA,2025/06/26,533.00,536.00,514.00,529.45,"9,245","4,864,951.40"
UHEWA,2025/06/25,530.00,530.00,517.40,523.27,"5,790","3,027,323.30"
ULBSL,2025/06/29,"3,335.00","3,373.80","3,320.00","3,362.63","3,857","12,928,624.70"
ULBSL,2025/06/26,"3,350.00","3,350.00","3,300.00","3,337.40","2,629","8,762,061.00"
ULBSL,2025/06/25,"3,292.00","3,347.00","3,242.00","3,327.66","4,627","15,344,474.30"
ULHC,2025/06/29,466.00,470.00,455.00,462.69,"20,926","9,707,778.30"
ULHC,2025/06/26,454.00,468.00,454.00,456.96,"9,145","4,204,108.90"
ULHC,2025/06/25,463.10,472.30,445.00,454.37,"8,968","4,093,839.50"
UMHL,2025/06/29,544.10,554.80,544.10,549.38,"169,907","93,096,767.90"
UMHL,2025/06/26,540.10,553.80,540.10,547.57,"161,546","88,246,207.30"
UMHL,2025/06/25,538.00,549.00,538.00,545.91,"131,169","71,515,163.10"
UMRH,2025/06/29,581.00,599.00,581.00,593.67,"33,987","20,132,622.80"
UMRH,2025/06/26,588.80,606.00,581.00,587.35,"42,751","25,301,072.60"
UMRH,2025/06/25,575.00,586.90,575.00,580.14,"15,159","8,793,563.40"
UNHPL,2025/06/29,424.90,449.80,424.90,442.68,"549,793","243,386,291.60"
UNHPL,2025/06/26,431.70,450.00,425.10,427.37,"453,455","197,519,497.50"
UNHPL,2025/06/25,416.00,447.00,410.00,437.60,"369,275","158,022,964.00"
UNL,2025/06/29,"45,950.30","45,950.30","45,032.00","45,250.00",50,"2,281,152.00"
UNL,2025/06/26,"45,800.00","47,120.00","45,800.00","46,888.00",70,"3,246,080.00"
UNL,2025/06/25,"46,000.00","46,000.00","45,790.00","46,000.00",44,"2,021,900.00"
UNLB,2025/06/29,"2,000.00","2,000.00","1,935.90","1,999.89","1,303","2,569,143.00"
UNLB,2025/06/26,"2,000.00","2,011.00","1,970.00","1,973.55","2,450","4,857,161.90"
UNLB,2025/06/25,"1,996.00","1,996.10","1,982.00","1,983.58",456,"907,114.00"
UPCL,2025/06/29,402.00,406.00,393.00,394.41,"374,284","148,728,057.00"
UPCL,2025/06/26,412.00,420.00,400.30,401.87,"435,415","177,601,997.60"
UPCL,2025/06/25,418.00,418.00,405.00,409.49,"283,820","116,135,027.30"
UPPER,2025/06/29,195.00,197.50,194.00,195.07,"191,848","37,475,918.70"
UPPER,2025/06/26,193.00,195.80,193.00,193.22,"119,813","23,224,316.10"
UPPER,2025/06/25,194.00,196.50,193.60,194.10,"136,897","26,608,859.70"
USHEC,2025/06/29,416.00,430.00,416.00,425.32,"14,199","6,037,488.80"
USHEC,2025/06/26,425.00,430.40,410.00,417.78,"24,843","10,404,399.30"
USHEC,2025/06/25,429.40,429.40,422.00,425.22,"10,316","4,372,034.00"
USHL,2025/06/29,591.10,611.90,591.10,598.99,"2,200","1,314,271.00"
USHL,2025/06/26,611.70,611.70,600.00,602.00,"1,497","903,019.50"
USHL,2025/06/25,608.40,609.00,590.10,599.90,374,"224,106.80"
USLB,2025/06/29,"1,803.00","1,838.80","1,802.20","1,833.11","21,439","39,295,242.00"
USLB,2025/06/26,"1,780.00","1,849.00","1,771.00","1,802.60","11,485","20,737,509.70"
USLB,2025/06/25,"1,782.00","1,820.00","1,765.00","1,800.00","1,021","1,823,172.80"
VLBS,2025/06/29,804.00,808.00,785.00,806.58,"1,915","1,535,505.40"
VLBS,2025/06/26,800.90,812.80,787.00,789.97,"1,143","908,862.20"
VLBS,2025/06/25,805.00,805.70,780.30,785.63,"1,062","836,268.60"
VLUCL,2025/06/29,591.00,606.00,591.00,603.14,"5,243","3,139,554.60"
VLUCL,2025/06/26,592.00,615.80,590.00,590.39,"4,000","2,376,627.00"
VLUCL,2025/06/25,592.10,595.00,586.00,591.13,"2,416","1,429,848.10"
WNLB,2025/06/29,"1,820.00","2,014.00","1,820.00","1,933.93","2,456","4,691,116.90"
WNLB,2025/06/26,"1,810.00","1,859.00","1,810.00","1,831.94",912,"1,677,039.50"
WNLB,2025/06/25,"1,840.00","1,856.00","1,811.00","1,825.04",957,"1,751,097.00"
